         589089 function calls (567899 primitive calls) in 1.436 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 connection_pool.py:39(ConnectionPool)
        8    0.000    0.000    0.000    0.000 enum.py:434(__iter__)
        1    0.000    0.000    0.014    0.014 parser.py:5(<module>)
        4    0.000    0.000    0.000    0.000 typing.py:689(__mro_entries__)
       10    0.000    0.000    0.000    0.000 inspect.py:1233(formatannotation)
        1    0.000    0.000    0.000    0.000 _models.py:1758(Cookies)
        1    0.000    0.000    0.908    0.908 _client.py:905(_send_handling_auth)
        9    0.000    0.000    0.000    0.000 _mixin.py:59(host)
        1    0.000    0.000    0.000    0.000 _writers.py:10(<module>)
        5    0.000    0.000    0.000    0.000 datetime.py:415(_check_date_fields)
        2    0.000    0.000    0.000    0.000 _decoders.py:196(flush)
       17    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        2    0.000    0.000    0.000    0.000 parse.py:890(quote_from_bytes)
        1    0.000    0.000    0.001    0.001 _common.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:1(<module>)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        1    0.000    0.000    0.000    0.000 cookiejar.py:754(__init__)
       15    0.000    0.000    0.000    0.000 dataclasses.py:924(<listcomp>)
        1    0.000    0.000    0.000    0.000 interfaces.py:16(RequestInterface)
        1    0.000    0.000    0.000    0.000 util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decoder.py:284(__init__)
        1    0.000    0.000    0.000    0.000 wsgi.py:1(<module>)
      105    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
        1    0.000    0.000    0.000    0.000 trsock.py:5(TransportSocket)
        1    0.000    0.000    1.037    1.037 _client.py:856(send)
        1    0.000    0.000    0.001    0.001 __meta__.py:1(<module>)
        4    0.000    0.000    0.000    0.000 pathlib.py:1450(is_file)
        1    0.000    0.000    0.000    0.000 _tasks.py:23(TaskGroup)
        6    0.000    0.000    0.000    0.000 dataclasses.py:589(_hash_fn)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
    23/20    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
        1    0.000    0.000    0.000    0.000 _synchronization.py:365(CapacityLimiter)
        1    0.000    0.000    0.000    0.000 mimetypes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 client.py:794(HTTPConnection)
        1    0.000    0.000    0.000    0.000 http11.py:118(_send_request_body)
        1    0.000    0.000    0.000    0.000 selector_events.py:48(BaseSelectorEventLoop)
       15    0.000    0.000    0.000    0.000 dataclasses.py:300(__init__)
        1    0.000    0.000    0.001    0.001 _impl.py:1(<module>)
        1    0.000    0.000    0.019    0.019 css_parser.py:314(__init__)
        1    0.000    0.000    0.000    0.000 css_match.py:76(_DocumentNav)
        3    0.000    0.000    0.000    0.000 cgi.py:215(_parseparam)
        1    0.000    0.000    0.000    0.000 ssl.py:474(SSLContext)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:415(spec_from_loader)
        2    0.000    0.000    0.000    0.000 http2.py:1(<module>)
       35    0.000    0.000    0.000    0.000 datetime.py:383(_check_int_field)
        7    0.000    0.000    0.000    0.000 parse.py:114(_coerce_args)
       39    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
        5    0.000    0.000    0.000    0.000 inspect.py:2580(__str__)
        1    0.000    0.000    0.000    0.000 cookiejar.py:942(set_ok)
        1    0.000    0.000    0.000    0.000 connection_pool.py:268(response_closed)
        1    0.000    0.000    0.000    0.000 http11.py:37(AsyncHTTP11Connection)
       96    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
        1    0.000    0.000    0.000    0.000 fnmatch.py:1(<module>)
        3    0.000    0.000    0.000    0.000 sync.py:28(write)
      106    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
        4    0.000    0.000    0.011    0.003 element.py:1847(find_all)
        3    0.000    0.000    0.000    0.000 _models.py:283(origin)
        2    0.000    0.000    0.000    0.000 {method '_set_alpn_protocols' of '_ssl._SSLContext' objects}
        9    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 cookiejar.py:1008(set_ok_domain)
        1    0.000    0.000    0.000    0.000 _models.py:1073(Request)
        1    0.000    0.000    0.000    0.000 _utils.py:26(<listcomp>)
        1    0.000    0.000    0.001    0.001 string.py:69(__init_subclass__)
       28    0.000    0.000    0.000    0.000 _utils.py:46(normalize_header_value)
        8    0.000    0.000    0.000    0.000 formatter.py:49(__init__)
        1    0.000    0.000    0.000    0.000 connection_pool.py:31(wait_for_connection)
        1    0.000    0.000    0.000    0.000 _models.py:350(Response)
        1    0.000    0.000    0.000    0.000 _typedattr.py:37(TypedAttributeProvider)
       72    0.000    0.000    0.000    0.000 signal.py:22(<lambda>)
        1    0.000    0.000    0.000    0.000 _utils.py:138(netrc_info)
        7    0.000    0.000    0.000    0.000 enum.py:928(_missing_)
       57    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
        5    0.000    0.000    0.000    0.000 typing.py:953(__hash__)
        1    0.000    0.000    0.000    0.000 pathlib.py:120(_WindowsFlavour)
        1    0.000    0.000    0.000    0.000 {method 'split' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 from_thread.py:68(_BlockingAsyncContextManager)
        1    0.000    0.000    0.000    0.000 datetime.py:473(timedelta)
        1    0.000    0.000    0.000    0.000 _models.py:1201(__init__)
       71    0.000    0.000    0.000    0.000 signal.py:17(<lambda>)
        1    0.000    0.000    0.000    0.000 locks.py:1(<module>)
       25    0.000    0.000    0.000    0.000 ipaddress.py:433(_ip_int_from_prefix)
        1    0.000    0.000    0.000    0.000 pathlib.py:1066(Path)
        1    0.000    0.000    0.000    0.000 _client.py:434(_build_request_auth)
        1    0.000    0.000    0.000    0.000 interfaces.py:16(AsyncRequestInterface)
        3    0.000    0.000    0.000    0.000 datetime.py:1602(__new__)
        1    0.000    0.000    0.000    0.000 threading.py:795(__init__)
        1    0.000    0.000    0.000    0.000 _models.py:1074(__init__)
        1    0.000    0.000    0.000    0.000 _compat.py:154(DeprecatedAsyncContextManager)
       16    0.000    0.000    0.000    0.000 enum.py:443(__members__)
        1    0.000    0.000    0.000    0.000 _signals.py:1(<module>)
        1    0.000    0.000    0.000    0.000 normalizers.py:15(<module>)
       67    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
       18    0.000    0.000    0.000    0.000 dataclasses.py:554(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:1389(Logger)
        1    0.000    0.000    0.000    0.000 datetime.py:1245(time)
       30    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
        2    0.000    0.000    0.000    0.000 _models.py:355(__init__)
       60    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
        3    0.000    0.000    0.000    0.000 weakref.py:368(__init__)
        1    0.000    0.000    0.007    0.007 default.py:113(__init__)
        1    0.000    0.000    0.000    0.000 queues.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:182(_TLSAlertType)
        5    0.000    0.000    0.000    0.000 _models.py:1037(__contains__)
        1    0.000    0.000    0.000    0.000 datetime.py:2216(timezone)
        1    0.000    0.000    0.000    0.000 connection.py:183(is_closed)
        3    0.000    0.000    0.000    0.000 _connection.py:474(send_with_data_passthrough)
        1    0.000    0.000    0.000    0.000 shlex.py:1(<module>)
        6    0.000    0.000    0.000    0.000 dataclasses.py:575(_cmp_fn)
        3    0.000    0.000    0.000    0.000 _models.py:57(enforce_headers)
        5    0.000    0.000    0.000    0.000 threading.py:82(RLock)
        1    0.000    0.000    0.000    0.000 mimetypes.py:384(_default_mime_types)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1268(IPv4Address)
        1    0.000    0.000    0.000    0.000 _exceptions.py:224(HTTPStatusError)
        1    0.000    0.000    0.000    0.000 client.py:240(HTTPResponse)
        1    0.000    0.000    0.000    0.000 datetime.py:793(date)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1874(IPv6Address)
        5    0.000    0.000    0.000    0.000 inspect.py:1864(_signature_is_builtin)
        2    0.000    0.000    0.000    0.000 typing.py:1818(_make_nmtuple)
       56    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_tolower}
        1    0.000    0.000    0.000    0.000 struct.py:1(<module>)
        4    0.000    0.000    0.000    0.000 dataclasses.py:612(_is_type)
        1    0.000    0.000    0.612    0.612 http11.py:136(_receive_response_headers)
        1    0.000    0.000    0.000    0.000 _lxml.py:2(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:582(minimum_version)
        1    0.000    0.000    0.000    0.000 socket.py:503(detach)
        2    0.000    0.000    0.000    0.000 socks_proxy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _mixin.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _models.py:1019(__delitem__)
        4    0.000    0.000    0.000    0.000 sre_parse.py:861(_parse_flags)
        1    0.000    0.000    0.000    0.000 _tasks.py:19(CancelScope)
        3    0.000    0.000    0.000    0.000 _models.py:894(<dictcomp>)
        1    0.000    0.000    0.000    0.000 cgi.py:227(parse_header)
        1    0.000    0.000    0.001    0.001 __init__.py:70(search_function)
        1    0.000    0.000    0.000    0.000 intranges.py:1(<module>)
        2    0.000    0.000    0.000    0.000 charset.py:211(__init__)
        1    0.000    0.000    0.006    0.006 _utils.py:285(get_environment_proxies)
       15    0.000    0.000    0.000    0.000 inspect.py:1746(_signature_get_user_defined_method)
        1    0.000    0.000    0.000    0.000 _mixin.py:316(unsplit)
        2    0.000    0.000    0.000    0.000 _models.py:837(<listcomp>)
        2    0.000    0.000    0.000    0.000 message.py:120(__init__)
        1    0.000    0.000    0.000    0.000 functools.py:798(singledispatch)
       13    0.000    0.000    0.000    0.000 _mixin.py:56(_match_subauthority)
       34    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        1    0.000    0.000    0.000    0.000 _models.py:202(username)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1386(_normalized_cookie_tuples)
        1    0.000    0.000    0.000    0.000 __init__.py:373(HTMLTreeBuilder)
        1    0.000    0.000    0.000    0.000 _models.py:1646(close)
        1    0.000    0.000    0.000    0.000 error.py:1(<module>)
        4    0.000    0.000    0.000    0.000 ssl.py:451(__new__)
        1    0.000    0.000    0.000    0.000 threading.py:1294(__init__)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1243(CookieJar)
        1    0.000    0.000    0.000    0.000 _models.py:1126(_prepare)
        1    0.000    0.000    0.000    0.000 zipfile.py:1180(ZipFile)
        1    0.000    0.000    0.000    0.000 __init__.py:71(BeautifulSoup)
        2    0.000    0.000    0.000    0.000 _connection.py:56(_body_framing)
        1    0.000    0.000    0.000    0.000 futures.py:29(Future)
        1    0.000    0.000    0.000    0.000 _client.py:1263(__exit__)
        1    0.000    0.000    0.000    0.000 _models.py:1330(encoding)
        1    0.000    0.000    0.000    0.000 connection_pool.py:39(AsyncConnectionPool)
        1    0.000    0.000    0.000    0.000 exceptions.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _config.py:189(Timeout)
        1    0.000    0.000    0.000    0.000 css_match.py:433(_Match)
        2    0.000    0.000    0.000    0.000 threading.py:351(notify)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1568(_BaseV6)
        2    0.000    0.000    0.000    0.000 functools.py:188(total_ordering)
        1    0.000    0.000    0.000    0.000 base_futures.py:1(<module>)
        4    0.000    0.000    0.000    0.000 _collections_abc.py:760(get)
        5    0.000    0.000    0.000    0.000 inspect.py:2857(from_callable)
        2    0.000    0.000    0.000    0.000 threading.py:535(set)
        1    0.000    0.000    0.000    0.000 mock.py:1(<module>)
        1    0.000    0.000    0.001    0.001 __init__.py:4(<module>)
       28    0.000    0.000    0.000    0.000 __init__.py:595(__missing__)
        4    0.000    0.000    0.000    0.000 element.py:2242(__init__)
        1    0.000    0.000    0.000    0.000 weakref.py:105(__init__)
        1    0.000    0.000    0.000    0.000 _testing.py:8(TestRunner)
        7    0.000    0.000    0.000    0.000 _models.py:891(<listcomp>)
        1    0.000    0.000    0.000    0.000 connection.py:25(HTTPConnection)
        1    0.000    0.000    0.000    0.000 resources.py:169(_path_from_reader)
        1    0.000    0.000    0.000    0.000 tls.py:208(TLSListener)
       34    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 _main.py:1(<module>)
        6    0.000    0.000    0.000    0.000 dataclasses.py:770(_hash_add)
       15    0.000    0.000    0.000    0.000 dataclasses.py:998(dataclass)
        1    0.000    0.000    0.000    0.000 stapled.py:12(StapledByteStream)
        2    0.000    0.000    0.001    0.001 codecs.py:319(decode)
        1    0.000    0.000    0.000    0.000 http_proxy.py:150(AsyncForwardHTTPConnection)
       15    0.000    0.000    0.000    0.000 dataclasses.py:943(<listcomp>)
        2    0.000    0.000    0.000    0.000 types.py:244(coroutine)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:307(__init__)
        1    0.000    0.000    0.000    0.000 compat.py:15(<module>)
        1    0.000    0.000    0.000    0.000 connection_pool.py:143(_attempt_to_acquire_connection)
        1    0.000    0.000    0.001    0.001 _parseaddr.py:4(<module>)
        5    0.000    0.000    0.000    0.000 pathlib.py:725(_format_parsed_parts)
        5    0.000    0.000    0.000    0.000 inspect.py:3109(signature)
        1    0.000    0.000    0.000    0.000 selectors.py:584(_can_use)
       10    0.000    0.000    0.000    0.000 __init__.py:193(_checkLevel)
        1    0.000    0.000    0.075    0.075 _htmlparser.py:384(feed)
        2    0.000    0.000    0.000    0.000 __init__.py:553(__init__)
        5    0.000    0.000    0.000    0.000 datetime.py:428(_check_time_fields)
        1    0.000    0.000    0.000    0.000 parse.py:1055(_splithost)
        1    0.000    0.000    0.000    0.000 _trace.py:1(<module>)
        1    0.000    0.000    0.000    0.000 client.py:106(<dictcomp>)
        2    0.000    0.000    0.000    0.000 __init__.py:886(createLock)
        1    0.000    0.000    0.000    0.000 memory.py:42(MemoryObjectReceiveStream)
        1    0.000    0.000    0.000    0.000 cookiejar.py:867(DefaultCookiePolicy)
        1    0.000    0.000    0.908    0.908 _client.py:939(_send_handling_redirects)
        1    0.000    0.000    0.000    0.000 models.py:348(CliDetectionResult)
        1    0.000    0.000    0.000    0.000 base64mime.py:5(<module>)
       19    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
        1    0.000    0.000    0.129    0.129 _models.py:1561(read)
        1    0.000    0.000    0.000    0.000 socket.py:214(socket)
        9    0.000    0.000    0.000    0.000 __init__.py:771(__init__)
       24    0.000    0.000    0.000    0.000 {method 'extend' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:833(is_package)
        9    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
       15    0.000    0.000    0.000    0.000 ssl.py:965(_sslcopydoc)
        1    0.000    0.000    0.000    0.000 base_tasks.py:1(<module>)
        2    0.000    0.000    0.000    0.000 typing.py:1820(<dictcomp>)
        1    0.000    0.000    0.000    0.000 cookiejar.py:225(http2time)
       15    0.000    0.000    0.000    0.000 inspect.py:2828(<genexpr>)
        3    0.000    0.000    0.000    0.000 _models.py:893(keys)
        2    0.000    0.000    0.000    0.000 {method 'getvalue' of '_io.BytesIO' objects}
        3    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
        1    0.000    0.000    0.000    0.000 parse.py:1013(unwrap)
        5    0.000    0.000    0.000    0.000 request.py:399(add_header)
        1    0.000    0.000    0.000    0.000 encoders.py:5(<module>)
        3    0.000    0.000    0.000    0.000 typing.py:781(__repr__)
        2    0.000    0.000    0.000    0.000 api.py:41(iri_reference)
        1    0.000    0.000    0.000    0.000 base.py:10(BaseTransport)
        1    0.000    0.000    0.000    0.000 random.py:126(seed)
        3    0.000    0.000    0.000    0.000 __init__.py:838(_addHandlerRef)
        1    0.000    0.000    0.000    0.000 {method 'getpeername' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 memory.py:154(MemoryObjectSendStream)
        1    0.000    0.000    0.000    0.000 ssl.py:223(_TLSMessageType)
        3    0.000    0.000    0.000    0.000 {method 'strip' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 _htmlparser.py:65(__init__)
        1    0.000    0.000    0.000    0.000 {method 'flush' of 'zlib.Decompress' objects}
        1    0.000    0.000    0.000    0.000 _compat.py:134(DeprecatedAwaitableList)
        1    0.000    0.000    0.000    0.000 random.py:101(Random)
        5    0.000    0.000    0.000    0.000 inspect.py:2871(replace)
        1    0.000    0.000    0.000    0.000 cgi.py:276(FieldStorage)
        2    0.000    0.000    0.000    0.000 iri.py:47(__new__)
        6    0.000    0.000    0.000    0.000 _synchronization.py:56(__enter__)
        1    0.000    0.000    0.000    0.000 stapled.py:78(MultiListener)
       25    0.000    0.000    0.000    0.000 ipaddress.py:417(_check_int_address)
        2    0.000    0.000    0.000    0.000 connection_pool.py:329(ConnectionPoolByteStream)
       29    0.000    0.000    0.000    0.000 typing.py:1589(overload)
        1    0.000    0.000    0.000    0.000 runners.py:1(<module>)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:241(_requires_builtin_wrapper)
        1    0.000    0.000    0.000    0.000 http_proxy.py:208(TunnelHTTPConnection)
        1    0.000    0.000    0.000    0.000 __init__.py:1260(Manager)
        1    0.000    0.000    0.000    0.000 _decoders.py:247(__init__)
        2    0.000    0.000    0.000    0.000 sync.py:60(get_extra_info)
        1    0.000    0.000    0.000    0.000 _compat.py:30(set_minimum_tls_version_1_2)
        5    0.000    0.000    0.000    0.000 typing.py:168(_type_repr)
        4    0.000    0.000    0.000    0.000 functools.py:934(__init__)
        1    0.000    0.000    0.000    0.000 _models.py:951(<listcomp>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2085(IPv6Interface)
        3    0.000    0.000    0.000    0.000 http11.py:130(_send_event)
        1    0.000    0.000    0.000    0.000 calendar.py:655(timegm)
       36    0.000    0.000    0.000    0.000 _policybase.py:305(header_store_parse)
        1    0.000    0.000    0.000    0.000 _multipart.py:175(MultipartStream)
        3    0.000    0.000    0.000    0.000 pathlib.py:1566(expanduser)
        1    0.000    0.000    0.000    0.000 parser.py:255(parse_html_declaration)
        1    0.000    0.000    0.000    0.000 memory.py:26(MemoryObjectStreamState)
        7    0.000    0.000    0.000    0.000 _models.py:886(raw)
        1    0.000    0.000    1.038    1.038 _client.py:748(request)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:10(BaseSubprocessTransport)
        8    0.000    0.000    0.000    0.000 element.py:389(_last_descendant)
        1    0.000    0.000    0.000    0.000 threading.py:943(_set_tstate_lock)
        3    0.000    0.000    0.000    0.000 _weakrefset.py:86(add)
       10    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        1    0.000    0.000    0.000    0.000 _testing.py:7(TaskInfo)
        1    0.000    0.000    0.000    0.000 _multipart.py:69(FileField)
        1    0.000    0.000    0.001    0.001 _markupbase.py:1(<module>)
        1    0.000    0.000    0.000    0.000 connection_pool.py:299(close)
       21    0.000    0.000    0.000    0.000 {method 'endswith' of 'bytearray' objects}
        5    0.000    0.000    0.000    0.000 element.py:275(get_text)
        1    0.000    0.000    0.000    0.000 subprocess.py:108(CalledProcessError)
        1    0.000    0.000    0.000    0.000 __init__.py:43(normalize_encoding)
        2    0.000    0.000    0.000    0.000 _decoders.py:169(__init__)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1575(_cookies_from_attrs_set)
        2    0.000    0.000    0.000    0.000 connection_pool.py:15(RequestStatus)
        1    0.000    0.000    0.000    0.000 _synchronization.py:273(Semaphore)
       18    0.000    0.000    0.000    0.000 iri.py:127(<genexpr>)
        1    0.000    0.000    0.000    0.000 stapled.py:45(StapledObjectStream)
        1    0.000    0.000    0.000    0.000 bz2.py:27(BZ2File)
        1    0.000    0.000    0.000    0.000 _models.py:316(__init__)
        1    0.000    0.000    0.000    0.000 cookiejar.py:640(request_path)
        1    0.000    0.000    0.000    0.000 quopri.py:3(<module>)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:757(create_module)
        1    0.000    0.000    0.000    0.000 _synchronization.py:101(Lock)
        4    0.000    0.000    0.000    0.000 formatter.py:131(__init__)
       12    0.000    0.000    0.000    0.000 {built-in method builtins.round}
        2    0.000    0.000    0.000    0.000 _utils.py:260(trace)
        1    0.000    0.000    0.000    0.000 socket.py:493(_real_close)
        1    0.000    0.000    0.000    0.000 http_proxy.py:52(HTTPProxy)
       15    0.000    0.000    0.000    0.000 inspect.py:159(isfunction)
        1    0.000    0.000    0.000    0.000 request.py:1693(URLopener)
       36    0.000    0.000    0.000    0.000 _policybase.py:201(header_max_count)
        1    0.000    0.000    0.000    0.000 validators.py:21(Validator)
        1    0.000    0.000    0.000    0.000 md.py:58(TooManySymbolOrPunctuationPlugin)
        1    0.000    0.000    0.000    0.000 models.py:277(CharsetMatches)
        1    0.000    0.000    0.006    0.006 _client.py:204(_get_proxy_map)
        9    0.000    0.000    0.000    0.000 css_types.py:332(pickle_register)
        1    0.000    0.000    0.007    0.007 _config.py:75(load_ssl_context)
        1    0.000    0.000    0.000    0.000 _base.py:314(Future)
        1    0.000    0.000    0.000    0.000 ssl.py:812(SSLObject)
        1    0.000    0.000    0.000    0.000 auto.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _utils.py:132(NetRCInfo)
        1    0.000    0.000    0.002    0.002 core.py:3(<module>)
        9    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 http11.py:297(close)
        1    0.000    0.000    0.000    0.000 parse.py:147(_NetlocResultMixinBase)
        2    0.000    0.000    0.000    0.000 datetime.py:1270(__new__)
        1    0.000    0.000    0.000    0.000 _auth.py:14(Auth)
        1    0.000    0.000    0.000    0.000 pathlib.py:409(_NormalAccessor)
        1    0.000    0.000    0.000    0.000 calendar.py:148(Calendar)
        1    0.000    0.000    0.000    0.000 _policybase.py:112(Policy)
        1    0.000    0.000    0.000    0.000 _models.py:184(URL)
        1    0.000    0.000    0.000    0.000 __init__.py:1760(LoggerAdapter)
        1    0.000    0.000    0.000    0.000 http_proxy.py:52(AsyncHTTPProxy)
        1    0.000    0.000    0.000    0.000 _models.py:943(get_list)
        2    0.000    0.000    0.000    0.000 _connection.py:47(_keep_alive)
        1    0.000    0.000    0.000    0.000 uu.py:27(<module>)
        1    0.000    0.000    0.001    0.001 __init__.py:439(StrFormatStyle)
        1    0.000    0.000    0.000    0.000 netrc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _models.py:1352(charset_encoding)
        1    0.000    0.000    0.000    0.000 _compat.py:111(DeprecatedAwaitableFloat)
        3    0.000    0.000    0.000    0.000 uri.py:85(__new__)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:260(handle_decl)
        1    0.000    0.000    0.000    0.000 _config.py:317(Proxy)
        5    0.000    0.000    0.000    0.000 typing.py:247(_flatten_literal_params)
        1    0.000    0.000    0.000    0.000 os.py:44(_get_exports_list)
        1    0.000    0.000    0.000    0.000 feedparser.py:45(BufferedSubFile)
        1    0.000    0.000    0.000    0.000 default.py:190(__exit__)
       26    0.000    0.000    0.000    0.000 typing.py:635(<genexpr>)
        1    0.000    0.000    0.000    0.000 sslproto.py:35(_SSLPipe)
        1    0.000    0.000    0.000    0.000 connection.py:25(AsyncHTTPConnection)
        2    0.000    0.000    0.000    0.000 http11.py:278(HTTP11ConnectionByteStream)
        2    0.000    0.000    0.000    0.000 cookiejar.py:670(escape_path)
        1    0.000    0.000    0.000    0.000 _events.py:129(_validate)
        1    0.000    0.000    0.000    0.000 _decoders.py:71(__init__)
        1    0.000    0.000    0.000    0.000 _models.py:1452(has_redirect_location)
       29    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
        1    0.000    0.000    0.000    0.000 base_events.py:273(Server)
        1    0.000    0.000    0.000    0.000 _models.py:606(__init__)
        1    0.000    0.000    0.000    0.000 message.py:945(MIMEPart)
        1    0.000    0.000    0.000    0.000 iterators.py:5(<module>)
       23    0.000    0.000    0.000    0.000 typing.py:942(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:101(TreeBuilder)
       17    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 _mixin.py:10(URIMixin)
        1    0.000    0.000    0.000    0.000 ssl.py:158(TLSVersion)
        2    0.000    0.000    0.000    0.000 functools.py:191(<setcomp>)
        1    0.000    0.000    0.000    0.000 parse.py:110(_decode_args)
        1    0.000    0.000    0.000    0.000 base.py:6(NetworkStream)
        1    0.000    0.000    0.000    0.000 _config.py:54(SSLConfig)
        1    0.000    0.000    0.000    0.000 sslproto.py:403(SSLProtocol)
        2    0.000    0.000    0.000    0.000 parse.py:819(quote)
        1    0.000    0.000    0.000    0.000 request.py:2138(FancyURLopener)
       16    0.000    0.000    0.000    0.000 typing.py:898(<genexpr>)
        1    0.000    0.000    0.000    0.000 auto.py:6(AutoBackend)
        5    0.000    0.000    0.000    0.000 inspect.py:1876(_signature_is_functionlike)
        1    0.000    0.000    0.000    0.000 _resources.py:8(AsyncResource)
        1    0.000    0.000    0.000    0.000 _writers.py:31(write_request)
        3    0.000    0.000    0.000    0.000 _synchronization.py:53(__init__)
        1    0.000    0.000    0.000    0.000 _models.py:583(__str__)
        1    0.000    0.000    0.000    0.000 default.py:112(HTTPTransport)
        6    0.000    0.000    0.000    0.000 dataclasses.py:771(<listcomp>)
        1    0.000    0.000    0.000    0.000 _decoders.py:164(ByteChunker)
        2    0.000    0.000    0.000    0.000 _config.py:203(__init__)
        1    0.000    0.000    0.000    0.000 _models.py:1153(read)
       10    0.000    0.000    0.000    0.000 enum.py:774(__hash__)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1258(__init__)
        2    0.000    0.000    0.000    0.000 element.py:1822(find)
        7    0.000    0.000    0.000    0.000 _trace.py:20(__exit__)
        2    0.000    0.000    0.000    0.000 threading.py:521(__init__)
        1    0.000    0.000    0.000    0.000 _utils.py:401(URLPattern)
        1    0.000    0.000    0.000    0.000 _connection.py:112(Connection)
        1    0.000    0.000    0.000    0.000 __init__.py:1265(__init__)
        3    0.000    0.000    0.000    0.000 _connection.py:447(send)
        1    0.000    0.000    0.000    0.000 connection.py:26(__init__)
        1    0.000    0.000    0.000    0.000 _sockets.py:89(UNIXSocketStream)
        1    0.000    0.000    0.000    0.000 __init__.py:478(register_treebuilders_from)
        1    0.000    0.000    0.075    0.075 __init__.py:441(_feed)
        1    0.000    0.000    0.000    0.000 cookiejar.py:997(set_ok_path)
        1    0.000    0.000    0.001    0.001 __init__.py:40(__getattr__)
        1    0.000    0.000    0.000    0.000 http11.py:228(has_expired)
        1    0.000    0.000    0.000    0.000 __init__.py:129(__init__)
        1    0.000    0.000    0.000    0.000 _synchronization.py:549(ResourceGuard)
        1    0.000    0.000    0.000    0.000 _models.py:311(Request)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1127(_BaseV4)
        1    0.000    0.000    0.000    0.000 zipfile.py:2227(Path)
        1    0.000    0.000    0.000    0.000 _auth.py:118(BasicAuth)
        1    0.000    0.000    0.007    0.007 _client.py:691(_init_transport)
        1    0.000    0.000    0.000    0.000 _receivebuffer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _collections_abc.py:925(clear)
        1    0.000    0.000    0.000    0.000 parser.py:62(HTMLParser)
        1    0.000    0.000    0.000    0.000 threading.py:95(_RLock)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:205(AddrlistClass)
