         589089 function calls (567899 primitive calls) in 1.436 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      465    0.000    0.000    0.000    0.000 css_types.py:69(__hash__)
        3    0.000    0.000    0.122    0.041 __init__.py:2(<module>)
       43    0.000    0.000    0.001    0.000 typing.py:875(__getitem__)
        1    0.000    0.000    0.004    0.004 socket.py:4(<module>)
        1    0.000    0.000    0.000    0.000 stringprep.py:2(<module>)
        2    0.000    0.000    0.051    0.026 connection.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _synchronization.py:52(Lock)
       42    0.000    0.000    0.000    0.000 enum.py:971(__or__)
        2    0.000    0.000    0.047    0.023 _synchronization.py:1(<module>)
      346    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
       25    0.000    0.000    0.000    0.000 enum.py:81(__init__)
        3    0.000    0.000    0.000    0.000 _models.py:75(<listcomp>)
       28    0.000    0.000    0.000    0.000 ipaddress.py:2176(__init__)
      162    0.000    0.000    0.000    0.000 _connection.py:175(our_state)
        1    0.000    0.000    0.006    0.006 ssl.py:4(<module>)
       22    0.000    0.000    0.000    0.000 _receivebuffer.py:86(maybe_extract_next_line)
      241    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
        2    0.000    0.000    0.001    0.001 _compat.py:1(<module>)
        1    0.000    0.000    0.002    0.002 datetime.py:1(<module>)
       42    0.000    0.000    0.000    0.000 sre_compile.py:432(_generate_overlap_table)
        1    0.000    0.000    0.035    0.035 request.py:1(<module>)
       86    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
      249    0.000    0.000    0.000    0.000 enum.py:792(value)
        2    0.000    0.000    0.000    0.000 http_proxy.py:1(<module>)
       45    0.000    0.000    0.003    0.000 css_parser.py:997(<listcomp>)
      285    0.000    0.000    0.000    0.000 ssl.py:1078(_checkClosed)
        2    0.000    0.000    0.000    0.000 socket.py:220(__init__)
       86    0.000    0.000    0.000    0.000 re.py:270(escape)
       70    0.000    0.000    0.000    0.000 signal.py:10(<lambda>)
      169    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        2    0.000    0.000    0.229    0.115 _api.py:1(<module>)
        2    0.000    0.000    0.003    0.002 _streams.py:1(<module>)
        1    0.000    0.000    0.001    0.001 utils.py:1(<module>)
        2    0.000    0.000    0.004    0.002 _utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {method 'set_ciphers' of '_ssl._SSLContext' objects}
       40    0.000    0.000    0.001    0.000 typing.py:522(__init__)
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x7f91373bcaf0}
       67    0.000    0.000    0.000    0.000 {method 'groupdict' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 {method 'poll' of 'select.poll' objects}
        1    0.000    0.000    0.000    0.000 abnf_regexp.py:14(<module>)
        1    0.000    0.000    0.001    0.001 _models.py:1919(__init__)
       43    0.000    0.000    0.000    0.000 ipaddress.py:1880(__init__)
        1    0.000    0.000    0.000    0.000 css_match.py:1424(SoupSieve)
        1    0.000    0.000    0.000    0.000 _client.py:566(Client)
        1    0.000    0.000    0.137    0.137 ssl.py:983(_create)
       20    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
        3    0.000    0.000    0.000    0.000 {built-in method posix.register_at_fork}
       27    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1597(path_hook_for_FileFinder)
       25    0.000    0.000    0.000    0.000 enum.py:197(<dictcomp>)
        1    0.000    0.000    0.001    0.001 _status_codes.py:1(<module>)
        3    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
       25    0.000    0.000    0.000    0.000 enum.py:561(_check_for_existing_members)
       20    0.000    0.000    0.000    0.000 _readers.py:55(_decode_header_lines)
        2    0.000    0.000    0.000    0.000 _readers.py:83(maybe_read_from_SEND_RESPONSE_server)
      299    0.000    0.000    0.000    0.000 css_parser.py:300(get_name)
        1    0.000    0.000    0.004    0.004 shutil.py:1(<module>)
       47    0.000    0.000    0.000    0.000 ipaddress.py:535(_split_addr_prefix)
        1    0.000    0.000    0.002    0.002 _types.py:1(<module>)
      160    0.000    0.000    0.000    0.000 typing.py:561(__eq__)
       19    0.000    0.000    0.000    0.000 ipaddress.py:1467(__init__)
      264    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:406(has_location)
        4    0.000    0.000    0.000    0.000 _headers.py:119(normalize_and_validate)
        5    0.000    0.000    0.000    0.000 inspect.py:2150(_signature_from_function)
      190    0.000    0.000    0.000    0.000 dammit.py:2377(<genexpr>)
      152    0.000    0.000    0.000    0.000 typing.py:569(__hash__)
       91    0.000    0.000    0.000    0.000 os.py:754(encode)
       56    0.000    0.000    0.000    0.000 _utils.py:30(normalize_header_key)
        3    0.000    0.000    0.000    0.000 _receivebuffer.py:103(maybe_extract_lines)
      100    0.000    0.000    0.000    0.000 _models.py:857(encoding)
        1    0.000    0.000    0.000    0.000 _client.py:1277(AsyncClient)
       36    0.000    0.000    0.000    0.000 message.py:393(__setitem__)
        1    0.000    0.000    0.000    0.000 quoprimime.py:5(<module>)
      130    0.000    0.000    0.000    0.000 typing.py:915(<genexpr>)
        1    0.000    0.000    0.031    0.031 _fileio.py:1(<module>)
      165    0.000    0.000    0.000    0.000 dataclasses.py:391(<genexpr>)
        2    0.000    0.000    0.007    0.003 http11.py:1(<module>)
       15    0.000    0.000    0.001    0.000 dataclasses.py:539(_repr_fn)
      166    0.000    0.000    0.000    0.000 os.py:758(decode)
       62    0.000    0.000    0.000    0.000 __init__.py:24(__new__)
        1    0.000    0.000    0.156    0.156 socket.py:807(create_connection)
        3    0.000    0.000    0.000    0.000 parse.py:437(urlsplit)
        1    0.000    0.000    0.001    0.001 random.py:1(<module>)
        1    0.000    0.000    0.010    0.010 base_events.py:1(<module>)
       84    0.000    0.000    0.000    0.000 _collections_abc.py:849(__iter__)
      212    0.000    0.000    0.000    0.000 typing.py:200(<listcomp>)
        1    0.000    0.000    0.004    0.004 cd.py:1(<module>)
        1    0.000    0.000    0.906    0.906 default.py:199(handle_request)
        1    0.000    0.000    0.000    0.000 request.py:2486(getproxies_environment)
      121    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
      237    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1031(get_filename)
  141/140    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
       20    0.000    0.000    0.001    0.000 typing.py:889(__getitem_inner__)
        1    0.000    0.000    0.005    0.005 cookiejar.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _client.py:154(BaseClient)
        1    0.000    0.000    0.039    0.039 dammit.py:2(<module>)
      136    0.000    0.000    0.000    0.000 enum.py:438(<genexpr>)
       48    0.000    0.000    0.000    0.000 dataclasses.py:753(_set_new_attribute)
      216    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1472(<genexpr>)
        2    0.000    0.000    0.000    0.000 connection_pool.py:1(<module>)
        3    0.000    0.000    0.001    0.000 _exceptions.py:1(<module>)
       25    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1179(exec_module)
        7    0.000    0.000    0.000    0.000 pathlib.py:64(parse_parts)
        1    0.000    0.000    0.908    0.908 _client.py:976(_send_single_request)
      155    0.000    0.000    0.000    0.000 _events.py:73(_validate)
       33    0.000    0.000    0.000    0.000 typing.py:799(__mro_entries__)
        1    0.000    0.000    0.293    0.293 connection.py:92(_connect)
        1    0.000    0.000    0.023    0.023 client.py:1(<module>)
        2    0.000    0.000    0.002    0.001 _subprocesses.py:1(<module>)
       28    0.000    0.000    0.000    0.000 functools.py:517(decorating_function)
        6    0.000    0.000    0.000    0.000 normalizers.py:145(encode_component)
      236    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:841(create_module)
      193    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
        1    0.000    0.000    0.075    0.075 __init__.py:117(__init__)
        1    0.000    0.000    0.004    0.004 api.py:1(<module>)
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
       15    0.000    0.000    0.000    0.000 dataclasses.py:358(_recursive_repr)
       10    0.000    0.000    0.000    0.000 typing.py:843(__subclasscheck__)
        1    0.000    0.000    0.000    0.000 threading.py:784(Thread)
        1    0.000    0.000    0.000    0.000 tasks.py:1(<module>)
        1    0.000    0.000    0.016    0.016 from_thread.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tempfile.py:623(SpooledTemporaryFile)
       47    0.000    0.000    0.000    0.000 ipaddress.py:158(_split_optional_netmask)
        9    0.000    0.000    0.000    0.000 sre_compile.py:416(_bytes_to_codes)
        1    0.000    0.000    0.001    0.001 signal.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _models.py:846(<listcomp>)
        1    0.000    0.000    0.156    0.156 sync.py:75(connect_tcp)
        1    0.000    0.000    0.612    0.612 http11.py:52(handle_request)
       62    0.000    0.000    0.000    0.000 _status_codes.py:24(__new__)
        2    0.000    0.000    0.000    0.000 _models.py:928(<listcomp>)
        1    0.000    0.000    0.001    0.001 pathlib.py:1(<module>)
      123    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        1    0.000    0.000    0.009    0.009 _content.py:1(<module>)
        1    0.000    0.000    0.000    0.000 zipfile.py:1(<module>)
        3    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
        1    0.000    0.000    0.004    0.004 _connection.py:4(<module>)
        1    0.000    0.000    0.000    0.000 encoder.py:1(<module>)
        1    0.000    0.000    0.058    0.058 default.py:1(<module>)
        7    0.000    0.000    0.000    0.000 _headers.py:169(get_comma_header)
       15    0.000    0.000    0.035    0.002 css_parser.py:294(__init__)
       20    0.000    0.000    0.000    0.000 typing.py:871(copy_with)
        1    0.000    0.000    0.112    0.112 _auth.py:1(<module>)
       37    0.000    0.000    0.000    0.000 dataclasses.py:416(_field_init)
      100    0.000    0.000    0.000    0.000 {built-in method builtins.all}
        2    0.000    0.000    0.000    0.000 _tasks.py:1(<module>)
      231    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        7    0.000    0.000    0.000    0.000 enum.py:938(_create_pseudo_member_)
        1    0.000    0.000    0.001    0.001 core.py:1(<module>)
        1    0.000    0.000    0.035    0.035 misc.py:15(<module>)
        4    0.000    0.000    0.000    0.000 _weakrefset.py:37(__init__)
       28    0.000    0.000    0.000    0.000 ipaddress.py:1588(_make_netmask)
        1    0.000    0.000    0.001    0.001 resources.py:1(<module>)
       86    0.000    0.000    0.000    0.000 typing.py:988(<genexpr>)
        1    0.000    0.000    0.000    0.000 _eventloop.py:1(<module>)
       37    0.000    0.000    0.000    0.000 dataclasses.py:244(__init__)
       10    0.000    0.000    0.000    0.000 inspect.py:2779(__init__)
       30    0.000    0.000    0.000    0.000 ipaddress.py:1274(__init__)
        1    0.000    0.000    0.009    0.009 utils.py:5(<module>)
       17    0.000    0.000    0.000    0.000 _mixin.py:15(authority_info)
        1    0.000    0.000    0.001    0.001 unix_events.py:1(<module>)
       37    0.000    0.000    0.000    0.000 dataclasses.py:322(field)
        1    0.000    0.000    0.000    0.000 _html5lib.py:2(<module>)
       84    0.000    0.000    0.000    0.000 os.py:697(__iter__)
      122    0.000    0.000    0.000    0.000 ssl.py:124(<lambda>)
        1    0.000    0.000    0.001    0.001 memory.py:1(<module>)
      135    0.000    0.000    0.000    0.000 enum.py:551(<lambda>)
        1    0.000    0.000    0.006    0.006 css_match.py:1(<module>)
        1    0.000    0.000    0.000    0.000 css_parser.py:645(parse_pseudo_nth)
       14    0.000    0.000    0.016    0.001 css_parser.py:1040(process_selectors)
        1    0.000    0.000    0.000    0.000 calendar.py:1(<module>)
        9    0.000    0.000    0.000    0.000 _connection.py:277(_get_io_object)
        7    0.000    0.000    0.001    0.000 _models.py:975(__getitem__)
        1    0.000    0.000    0.110    0.110 element.py:2(<module>)
       13    0.000    0.000    0.000    0.000 contextlib.py:234(contextmanager)
      122    0.000    0.000    0.000    0.000 ssl.py:139(<lambda>)
        5    0.000    0.000    0.000    0.000 inspect.py:3063(__str__)
      122    0.000    0.000    0.000    0.000 ssl.py:144(<lambda>)
        1    0.000    0.000    0.001    0.001 lowlevel.py:1(<module>)
       31    0.000    0.000    0.000    0.000 ipaddress.py:1712(_parse_hextet)
      122    0.000    0.000    0.000    0.000 ssl.py:129(<lambda>)
      122    0.000    0.000    0.000    0.000 ssl.py:134(<lambda>)
        1    0.000    0.000    0.002    0.002 _readers.py:19(<module>)
      122    0.000    0.000    0.000    0.000 ssl.py:149(<lambda>)
        1    0.000    0.000    0.906    0.906 connection.py:54(handle_request)
        6    0.000    0.000    0.001    0.000 dataclasses.py:550(_frozen_get_del_attr)
       98    0.000    0.000    0.000    0.000 constant.py:342(<lambda>)
        1    0.000    0.000    0.001    0.001 subprocess.py:10(<module>)
       52    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:175(_path_isabs)
        1    0.000    0.000    0.001    0.001 ntpath.py:2(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:653(PurePath)
       14    0.000    0.000    0.000    0.000 css_parser.py:442(__init__)
        2    0.000    0.000    0.000    0.000 ssl.py:544(set_alpn_protocols)
        1    0.000    0.000    0.001    0.001 tls.py:1(<module>)
       36    0.000    0.000    0.000    0.000 functools.py:65(wraps)
        6    0.000    0.000    0.000    0.000 __init__.py:1284(getLogger)
        5    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
        2    0.000    0.000    0.000    0.000 _models.py:1940(info)
        6    0.000    0.000    0.000    0.000 _synchronization.py:60(__exit__)
        1    0.000    0.000    0.009    0.009 _multipart.py:1(<module>)
       14    0.000    0.000    0.000    0.000 hashlib.py:126(__get_openssl_constructor)
      141    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        1    0.000    0.000    0.005    0.005 tempfile.py:1(<module>)
        1    0.000    0.000    0.001    0.001 coroutines.py:1(<module>)
       89    0.000    0.000    0.000    0.000 __init__.py:419(<genexpr>)
       25    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1155(__init__)
        9    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
       10    0.000    0.000    0.000    0.000 inspect.py:2496(__init__)
       63    0.000    0.000    0.000    0.000 {method 'rindex' of 'str' objects}
        1    0.000    0.000    0.002    0.002 hashlib.py:5(<module>)
       18    0.000    0.000    0.000    0.000 dataclasses.py:344(_tuple_str)
        1    0.000    0.000    0.001    0.001 md.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _synchronization.py:185(Condition)
        1    0.000    0.000    0.001    0.001 selectors.py:1(<module>)
        1    0.000    0.000    0.109    0.109 socket.py:937(getaddrinfo)
        1    0.000    0.000    0.003    0.003 _config.py:1(<module>)
       24    0.000    0.000    0.000    0.000 enum.py:415(__getattr__)
        1    0.000    0.000    1.140    1.140 financial_enhanced.py:7(html_getter)
        1    0.000    0.000    0.004    0.004 _htmlparser.py:2(<module>)
       25    0.000    0.000    0.000    0.000 ipaddress.py:476(_prefix_from_prefix_string)
        1    0.000    0.000    0.000    0.000 from_thread.py:124(BlockingPortal)
        1    0.000    0.000    0.000    0.000 _status_codes.py:4(codes)
        1    0.000    0.000    0.001    0.001 stapled.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _client.py:155(__init__)
       20    0.000    0.000    0.000    0.000 ipaddress.py:1175(_ip_int_from_string)
        7    0.000    0.000    0.000    0.000 pathlib.py:682(_parse_args)
        5    0.000    0.000    0.000    0.000 typing.py:478(Literal)
        1    0.000    0.000    0.000    0.000 streams.py:1(<module>)
        1    0.000    0.000    0.000    0.000 idnadata.py:3(<module>)
        2    0.000    0.000    0.000    0.000 connection_pool.py:181(_close_expired_connections)
       20    0.000    0.000    0.000    0.000 _readers.py:35(_obsolete_line_fold)
        2    0.000    0.000    0.000    0.000 interfaces.py:1(<module>)
        1    0.000    0.000    0.002    0.002 decoder.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _models.py:123(__init__)
        1    0.000    0.000    0.906    0.906 connection_pool.py:200(handle_request)
       27    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:159(_path_isdir)
       19    0.000    0.000    0.000    0.000 ipaddress.py:1149(_make_netmask)
        6    0.000    0.000    0.000    0.000 __init__.py:1404(__init__)
        1    0.000    0.000    0.000    0.000 _models.py:63(URL)
        1    0.000    0.000    0.002    0.002 _models.py:1319(text)
       28    0.000    0.000    0.000    0.000 functools.py:478(lru_cache)
        1    0.000    0.000    0.000    0.000 _models.py:826(Headers)
        1    0.000    0.000    0.001    0.001 events.py:1(<module>)
       68    0.000    0.000    0.000    0.000 enum.py:244(<genexpr>)
        1    0.000    0.000    0.000    0.000 _fileio.py:25(AsyncFile)
        1    0.000    0.000    0.000    0.000 {function socket.close at 0x7f91373f5e50}
       15    0.000    0.000    0.000    0.000 dataclasses.py:863(<listcomp>)
        1    0.000    0.000    0.000    0.000 models.py:1(<module>)
        1    0.000    0.000    0.002    0.002 header.py:5(<module>)
        1    0.000    0.000    0.137    0.137 sync.py:42(start_tls)
        1    0.000    0.000    0.000    0.000 selector_events.py:1(<module>)
        1    0.000    0.000    0.000    0.000 os.py:48(<listcomp>)
        8    0.000    0.000    0.000    0.000 _models.py:831(__init__)
       48    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:270(LogRecord)
        5    0.000    0.000    0.000    0.000 inspect.py:1838(_signature_bound_method)
       43    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
       15    0.000    0.000    0.000    0.000 __init__.py:218(_acquireLock)
       15    0.000    0.000    0.000    0.000 dataclasses.py:507(<dictcomp>)
        1    0.000    0.000    0.001    0.001 _config.py:151(_create_default_ssl_context)
        1    0.000    0.000    0.000    0.000 cgi.py:12(<module>)
        1    0.000    0.000    0.000    0.000 {method 'write' of '_ssl._SSLSocket' objects}
        1    0.000    0.000    0.000    0.000 _client.py:125(close)
        1    0.000    0.000    0.000    0.000 models.py:14(CharsetMatch)
        6    0.000    0.000    0.000    0.000 __init__.py:2034(getLogger)
       77    0.000    0.000    0.000    0.000 {method 'lower' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 _state.py:114(<module>)
        1    0.000    0.000    0.001    0.001 message.py:5(<module>)
       10    0.000    0.000    0.000    0.000 inspect.py:494(unwrap)
        1    0.000    0.000    0.007    0.007 _config.py:98(load_ssl_context_verify)
        1    0.000    0.000    0.000    0.000 futures.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1596(make_cookies)
       38    0.000    0.000    0.000    0.000 typing.py:335(__repr__)
        1    0.000    0.000    0.038    0.038 iri.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base_events.py:384(BaseEventLoop)
        2    0.000    0.000    0.000    0.000 iri.py:83(from_string)
        1    0.000    0.000    0.005    0.005 __init__.py:9(<module>)
       10    0.000    0.000    0.000    0.000 typing.py:714(__instancecheck__)
        1    0.000    0.000    0.000    0.000 cookiejar.py:459(parse_ns_headers)
        1    0.000    0.000    0.001    0.001 ipaddress.py:4(<module>)
        4    0.000    0.000    0.000    0.000 element.py:1985(__init__)
        1    0.000    0.000    0.000    0.000 _base.py:4(<module>)
        1    0.000    0.000    0.037    0.037 css_parser.py:417(CSSParser)
        1    0.000    0.000    0.000    0.000 asgi.py:1(<module>)
        1    0.000    0.000    0.001    0.001 lzma.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
        2    0.000    0.000    0.000    0.000 _testing.py:1(<module>)
       78    0.000    0.000    0.000    0.000 element.py:1536(__eq__)
        3    0.000    0.000    0.000    0.000 __init__.py:1689(isEnabledFor)
       64    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        1    0.000    0.000    0.001    0.001 charset.py:5(<module>)
        7    0.000    0.000    0.000    0.000 _collections_abc.py:78(_check_methods)
       39    0.000    0.000    0.000    0.000 dataclasses.py:597(_is_classvar)
        1    0.000    0.000    0.040    0.040 formatter.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _models.py:601(QueryParams)
        1    0.000    0.000    0.014    0.014 feedparser.py:5(<module>)
        1    0.000    0.000    0.001    0.001 sync.py:1(<module>)
        1    0.000    0.000    0.001    0.001 thread.py:4(<module>)
        1    0.000    0.000    0.001    0.001 bz2.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _headers.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _decoders.py:1(<module>)
        1    0.000    0.000    0.001    0.001 scanner.py:1(<module>)
        1    0.000    0.000    0.000    0.000 events.py:204(AbstractEventLoop)
        1    0.000    0.000    0.001    0.001 staggered.py:1(<module>)
        8    0.000    0.000    0.000    0.000 pathlib.py:303(splitroot)
        1    0.000    0.000    0.000    0.000 element.py:151(PageElement)
       15    0.000    0.000    0.006    0.000 dataclasses.py:1012(wrap)
        1    0.000    0.000    0.000    0.000 __init__.py:454(reset)
        1    0.000    0.000    0.137    0.137 ssl.py:1302(do_handshake)
        1    0.000    0.000    0.000    0.000 dammit.py:2765(UnicodeDammit)
        2    0.000    0.000    0.000    0.000 _utils.py:234(get_logger)
        2    0.000    0.000    0.000    0.000 threading.py:228(__init__)
        2    0.000    0.000    0.000    0.000 iri.py:103(encode)
       30    0.000    0.000    0.000    0.000 dataclasses.py:470(_init_param)
        2    0.000    0.000    0.000    0.000 _typedattr.py:28(__init_subclass__)
       61    0.000    0.000    0.000    0.000 dammit.py:2409(<listcomp>)
        2    0.000    0.000    0.000    0.000 _resources.py:1(<module>)
        5    0.000    0.000    0.000    0.000 __init__.py:1335(_fixupParents)
        1    0.000    0.000    0.001    0.001 _client.py:313(build_request)
       89    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        1    0.000    0.000    0.001    0.001 request.py:317(__init__)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1677(extract_cookies)
        1    0.000    0.000    0.030    0.030 to_thread.py:1(<module>)
    31/16    0.000    0.000    0.000    0.000 abc.py:121(__subclasscheck__)
        1    0.000    0.000    0.000    0.000 http11.py:37(HTTP11Connection)
        7    0.000    0.000    0.000    0.000 _trace.py:8(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:5(HTTPStatus)
        1    0.000    0.000    0.001    0.001 _events.py:8(<module>)
        1    0.000    0.000    0.012    0.012 _policybase.py:1(<module>)
        1    0.000    0.000    0.001    0.001 string.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method zlib.decompressobj}
        1    0.000    0.000    0.000    0.000 parseresult.py:15(<module>)
        1    0.000    0.000    0.001    0.001 base64.py:3(<module>)
        2    0.000    0.000    0.000    0.000 message.py:497(get_all)
       33    0.000    0.000    0.000    0.000 dataclasses.py:404(_field_assign)
        3    0.000    0.000    0.000    0.000 __init__.py:857(__init__)
        1    0.000    0.000    0.000    0.000 sslproto.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cookiejar.py:143(_str2time)
        2    0.000    0.000    0.000    0.000 typing.py:1838(__new__)
        1    0.000    0.000    0.002    0.002 _models.py:1780(extract_cookies)
        1    0.000    0.000    0.000    0.000 uri.py:121(normalize)
        2    0.000    0.000    0.000    0.000 base.py:1(<module>)
       15    0.000    0.000    0.000    0.000 dataclasses.py:543(<listcomp>)
        1    0.000    0.000    0.004    0.004 parser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 legacy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 css_types.py:1(<module>)
       28    0.000    0.000    0.000    0.000 ipaddress.py:1845(_split_scope_id)
        1    0.000    0.000    0.000    0.000 __init__.py:848(Handler)
        1    0.000    0.000    0.001    0.001 request.py:341(full_url)
        1    0.000    0.000    0.000    0.000 element.py:1144(Tag)
        1    0.000    0.000    0.001    0.001 uri.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _abnf.py:8(<module>)
        1    0.000    0.000    0.000    0.000 tls.py:43(TLSStream)
        1    0.000    0.000    0.000    0.000 _connection.py:128(__init__)
       31    0.000    0.000    0.000    0.000 {method 'issuperset' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 request.py:299(request_host)
        5    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
       15    0.000    0.000    0.000    0.000 dataclasses.py:532(<listcomp>)
        1    0.000    0.000    0.000    0.000 subprocess.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _utils.py:23(<dictcomp>)
        1    0.000    0.000    0.000    0.000 lowlevel.py:88(RunVar)
        1    0.000    0.000    0.000    0.000 _typedattr.py:1(<module>)
       18    0.000    0.000    0.000    0.000 dataclasses.py:353(<listcomp>)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1483(_cookie_from_cookie_tuple)
        1    0.000    0.000    0.000    0.000 http11.py:106(_send_request_headers)
        1    0.000    0.000    0.000    0.000 message.py:105(Message)
        1    0.000    0.000    0.000    0.000 queue.py:1(<module>)
        1    0.000    0.000    0.000    0.000 http11.py:40(__init__)
        1    0.000    0.000    0.000    0.000 subprocess.py:700(Popen)
        2    0.000    0.000    0.000    0.000 parse.py:372(urlparse)
        1    0.000    0.000    0.039    0.039 __init__.py:16(<module>)
        1    0.000    0.000    0.000    0.000 parse.py:1034(_splittype)
        1    0.000    0.000    0.039    0.039 api.py:15(<module>)
       39    0.000    0.000    0.000    0.000 abc.py:7(abstractmethod)
        1    0.000    0.000    0.000    0.000 _utils.py:7(is_socket_readable)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:1(<module>)
        1    0.000    0.000    0.000    0.000 http11.py:192(_response_closed)
        6    0.000    0.000    0.000    0.000 socket.py:99(_intenum_converter)
        1    0.000    0.000    0.001    0.001 idna.py:3(<module>)
        1    0.000    0.000    0.000    0.000 datetime.py:1594(datetime)
        1    0.000    0.000    0.013    0.013 _client.py:612(__init__)
       15    0.000    0.000    0.000    0.000 __init__.py:227(_releaseLock)
        7    0.000    0.000    0.000    0.000 pathlib.py:742(__str__)
        7    0.000    0.000    0.000    0.000 pathlib.py:702(_from_parts)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2252(_IPv6Constants)
        2    0.000    0.000    0.000    0.000 idna.py:147(encode)
        1    0.000    0.000    0.000    0.000 calendar.py:52(<listcomp>)
       94    0.000    0.000    0.000    0.000 ipaddress.py:576(__int__)
        1    0.000    0.000    0.000    0.000 tls.py:17(TLSAttribute)
       10    0.000    0.000    0.000    0.000 element.py:1330(_all_strings)
        5    0.000    0.000    0.000    0.000 pathlib.py:1079(__new__)
        1    0.000    0.000    0.000    0.000 connection_pool.py:44(__init__)
        1    0.000    0.000    1.051    1.051 _api.py:23(request)
        1    0.000    0.000    0.000    0.000 __init__.py:51(lookup)
        1    0.000    0.000    1.436    1.436 financial_enhanced.py:1(<module>)
        1    0.000    0.000    0.000    0.000 request.py:315(Request)
        1    0.000    0.000    0.000    0.000 ssl.py:971(SSLSocket)
        1    0.000    0.000    0.137    0.137 ssl.py:494(wrap_socket)
        1    0.000    0.000    0.000    0.000 traceback.py:1(<module>)
        1    0.000    0.000    0.000    0.000 errors.py:5(<module>)
        1    0.000    0.000    0.000    0.000 _models.py:1380(_get_content_decoder)
        1    0.000    0.000    0.000    0.000 _auth.py:141(DigestAuth)
        2    0.000    0.000    0.001    0.000 _models.py:965(update)
       39    0.000    0.000    0.000    0.000 dataclasses.py:605(_is_initvar)
        1    0.000    0.000    0.001    0.001 request.py:372(_parse)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1534(_IPv4Constants)
        1    0.000    0.000    0.000    0.000 validators.py:15(<module>)
        1    0.000    0.000    1.051    1.051 _api.py:167(get)
       15    0.000    0.000    0.000    0.000 dataclasses.py:940(<listcomp>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:673(_BaseNetwork)
